,carat,cut,color,clarity,depth,table,price,x,y,z
7905,1.14,Ideal,F,VS2,61.4,56.0,8017,6.73,6.78,4.14
7906,1.14,Premium,H,VS1,62.0,62.0,5809,6.74,6.65,4.15
7907,1.14,Very Good,H,SI1,63.1,58.0,5458,6.69,6.6,4.19
7908,1.14,Ideal,E,SI2,62.6,56.0,5005,6.69,6.63,4.17
7909,1.14,Ideal,G,VS2,61.5,57.0,7042,6.68,6.72,4.12
7910,1.14,Very Good,F,VVS1,62.2,55.9,11737,6.67,6.69,4.16
7911,1.14,Ideal,F,VVS2,61.4,57.0,9070,6.76,6.72,4.14
7912,1.14,Ideal,I,SI1,62.3,58.0,5469,6.65,6.7,4.16
7913,1.14,Ideal,G,VS1,60.9,57.0,7750,6.7,6.82,4.12
7914,1.14,Good,E,SI1,60.9,64.0,5899,6.78,6.68,4.09
7915,1.14,Very Good,E,SI2,60.2,58.0,5014,6.71,6.78,4.06
7916,1.14,Ideal,H,VVS2,61.9,56.0,7354,6.69,6.72,4.15
7917,1.14,Very Good,J,SI1,63.3,55.0,4173,6.6,6.67,4.2
7918,1.14,Very Good,F,VVS2,63.3,56.0,8912,6.56,6.71,4.2
7919,1.14,Premium,E,VVS2,59.7,58.0,10258,6.83,6.91,4.1
7920,1.14,Premium,H,SI2,60.6,59.0,4702,6.77,6.8,4.11
7921,1.14,Ideal,I,SI1,60.8,58.0,5096,6.71,6.74,4.09
7922,1.14,Very Good,I,SI1,63.5,56.0,4788,6.62,6.58,4.19
7923,1.14,Ideal,I,VS1,61.7,53.0,5863,6.75,6.77,4.17
7924,1.14,Good,G,I1,63.7,56.0,2327,6.63,6.55,4.2
7925,1.14,Premium,J,SI2,60.4,59.0,3861,6.8,6.74,4.09
7926,1.14,Very Good,F,SI1,61.0,60.0,5819,6.67,6.74,4.09
7927,1.14,Ideal,H,VS2,62.6,53.0,6753,6.67,6.72,4.19
7928,1.14,Premium,D,SI2,59.2,61.0,5047,6.84,6.82,4.04
7929,1.14,Very Good,I,VS1,63.3,56.0,5148,6.68,6.6,4.2
7930,1.14,Ideal,D,SI2,61.4,56.0,5548,6.69,6.77,4.13
7931,1.14,Ideal,J,SI1,60.2,57.0,3045,6.81,6.71,4.07
7932,1.14,Good,I,SI2,60.0,65.0,3735,6.8,6.75,4.06
7933,1.14,Premium,F,SI2,62.8,58.0,4399,6.61,6.56,4.14
7934,1.14,Premium,G,VS2,61.4,60.0,7079,6.71,6.68,4.11
7935,1.14,Ideal,G,IF,61.1,57.0,10313,6.7,6.76,4.11
7936,1.14,Fair,G,VS1,57.5,67.0,6381,0.0,0.0,0.0
7937,1.14,Very Good,H,SI2,63.3,57.0,4615,6.6,6.63,4.19
7938,1.14,Ideal,G,VS2,61.4,56.0,7667,6.74,6.77,4.15
7939,1.14,Ideal,H,SI1,60.4,57.0,5861,6.78,6.83,4.11
7940,1.14,Premium,D,SI2,62.6,58.0,4520,6.64,6.58,4.14
7941,1.14,Ideal,G,VS1,61.4,57.0,8346,6.75,6.81,4.16
7942,1.14,Ideal,J,SI1,61.5,56.0,5174,6.7,6.74,4.13
7943,1.14,Premium,G,SI2,60.9,56.0,5139,6.8,6.73,4.12
7944,1.14,Very Good,E,IF,63.3,57.0,12647,6.63,6.71,4.22
7945,1.14,Very Good,F,SI2,62.9,59.0,4652,6.62,6.64,4.17
7946,1.14,Ideal,G,SI2,63.0,57.0,4558,6.7,6.64,4.2
7947,1.14,Ideal,H,SI2,62.6,57.0,4150,6.71,6.65,4.18
7948,1.14,Ideal,H,SI1,62.2,57.0,4916,6.73,6.67,4.17
7949,1.14,Very Good,E,VS1,63.1,59.0,8315,6.63,6.61,4.18
7950,1.14,Ideal,H,SI1,61.6,56.0,7079,6.72,6.74,4.14
7951,1.14,Very Good,F,VS2,58.3,60.0,7293,6.87,6.91,4.02
7952,1.14,Ideal,F,VS1,61.7,55.0,9074,6.68,6.71,4.13
7953,1.14,Ideal,H,SI1,61.6,57.0,5146,6.68,6.73,4.13
7954,1.14,Very Good,D,SI1,60.2,60.0,7106,6.7,6.85,4.08
7955,1.14,Ideal,F,VVS1,60.1,60.0,11226,6.79,6.83,4.09
7956,1.14,Ideal,G,VS2,61.9,56.0,7199,6.69,6.71,4.14
7957,1.14,Premium,F,SI1,62.5,59.0,5135,6.65,6.67,4.16
7958,1.14,Very Good,G,SI2,62.4,60.0,4875,6.6,6.67,4.14
7959,1.14,Very Good,D,SI1,62.7,59.0,6464,6.64,6.67,4.17
7960,1.14,Very Good,D,IF,59.1,58.0,18112,6.83,6.9,4.06
7961,1.14,Premium,F,VVS1,60.8,58.0,10878,6.79,6.74,4.11
7962,1.14,Good,I,SI1,63.5,56.0,4702,6.58,6.62,4.19
7963,1.14,Ideal,I,SI2,62.1,55.0,4276,6.71,6.72,4.17
7964,1.14,Premium,F,SI1,61.1,59.0,6033,6.75,6.7,4.11
7965,1.14,Premium,H,SI1,60.7,58.0,5003,6.76,6.82,4.12
7966,1.14,Premium,I,SI1,62.2,58.0,4788,6.7,6.67,4.16
7967,1.14,Fair,J,SI2,64.4,55.0,3403,6.56,6.54,4.22
7968,1.14,Premium,G,SI1,60.0,55.0,5801,6.85,6.79,4.09
7969,1.14,Premium,F,SI1,62.5,59.0,5228,6.67,6.65,4.16
7970,1.14,Premium,H,VS2,61.3,59.0,5858,6.76,6.72,4.13
7971,1.14,Good,G,VS1,63.4,58.0,7042,6.61,6.67,4.21
7972,1.14,Good,H,SI1,62.8,58.0,5487,6.62,6.67,4.17
7973,1.14,Ideal,J,SI1,61.7,54.0,4708,6.71,6.74,4.15
7974,1.14,Ideal,G,SI2,62.3,56.0,6346,6.66,6.69,4.16
7975,1.14,Ideal,G,VS1,61.8,57.0,9090,6.67,6.7,4.12
7976,1.14,Very Good,F,SI1,61.3,62.0,6194,6.71,6.77,4.13
7977,1.14,Premium,F,SI1,61.1,59.0,5925,6.7,6.75,4.11
7978,1.14,Ideal,F,I1,61.7,57.0,3755,6.67,6.7,4.13
7979,1.14,Very Good,G,VS2,63.2,56.0,6435,6.67,6.63,4.2
7980,1.14,Very Good,F,I1,61.3,55.8,4050,6.74,6.76,4.13
7981,1.14,Ideal,G,VS2,62.0,55.0,7371,6.68,6.77,4.17
7982,1.14,Ideal,G,VS1,61.7,56.0,9090,6.67,6.71,4.13
7983,1.14,Ideal,G,SI1,61.7,56.0,6741,6.71,6.75,4.15
7984,1.14,Premium,D,SI1,60.5,59.0,5809,6.79,6.73,4.09
7985,1.14,Premium,G,SI2,62.8,58.0,4233,6.68,6.64,4.18
7986,1.14,Ideal,G,SI2,61.5,55.0,5675,6.78,6.71,4.15
7987,1.14,Good,G,SI2,63.7,58.0,4501,6.62,6.54,4.19
7988,1.14,Good,G,VS2,63.2,58.0,6681,6.63,6.67,4.2
7989,1.14,Premium,I,VS2,62.8,60.0,5008,6.68,6.59,4.17
7990,1.14,Premium,F,VS2,62.0,59.0,7275,6.71,6.64,4.14
7991,1.14,Ideal,J,VS2,61.4,55.0,4906,6.74,6.77,4.15
7992,1.14,Very Good,H,VS2,59.9,57.0,5053,6.78,6.81,4.07
7993,1.14,Premium,F,SI1,59.6,58.0,5925,6.78,6.8,4.05
7994,1.14,Premium,I,SI1,60.4,60.0,4596,6.78,6.73,4.08
7995,1.14,Very Good,J,VS1,61.5,59.0,4905,6.64,6.75,4.11
7996,1.14,Premium,G,SI1,62.2,58.0,5326,6.64,6.7,4.15
7997,1.14,Ideal,F,I1,61.7,57.0,3824,6.7,6.67,4.13
7998,1.14,Premium,F,VVS1,59.4,59.0,11549,6.87,6.8,4.06
7999,1.14,Ideal,H,VS2,62.0,55.0,7059,6.71,6.72,4.16
8000,1.14,Good,I,SI1,63.9,58.0,3639,6.64,6.6,4.23
8001,1.14,Ideal,G,VVS1,61.1,58.0,10933,6.74,6.77,4.13
8002,1.14,Premium,H,SI1,62.5,58.0,4948,6.71,6.67,4.18
8003,1.14,Very Good,G,VS1,63.4,58.0,7171,6.67,6.61,4.21
8004,1.14,Ideal,G,VVS2,61.0,56.0,9013,6.74,6.76,4.12
8005,1.14,Ideal,H,VS2,62.6,56.0,6095,6.68,6.65,4.17
8006,1.14,Very Good,H,SI1,59.2,58.0,4890,6.8,6.86,4.04
8007,1.14,Very Good,G,SI2,59.5,59.0,4935,6.79,6.85,4.06
8008,1.14,Very Good,J,VS1,60.0,60.0,4702,6.76,6.81,4.07
8009,1.14,Very Good,D,SI2,59.2,61.0,4957,6.82,6.84,4.04
8010,1.14,Ideal,G,VS1,62.5,56.0,7255,6.69,6.66,4.17
8011,1.14,Ideal,G,VS2,60.5,60.0,7099,6.77,6.75,4.09
8012,1.14,Premium,H,VS2,61.7,60.0,5937,6.74,6.67,4.14
8013,1.14,Ideal,F,VVS1,61.6,57.0,9259,6.71,6.76,4.15
8014,1.14,Premium,H,SI2,62.2,61.0,3830,6.72,6.64,4.16
8015,1.14,Premium,G,SI1,63.0,59.0,5273,6.68,6.62,4.19
8016,1.14,Premium,H,SI1,59.2,58.0,4980,6.86,6.8,4.04
8017,1.14,Ideal,I,VS1,61.1,56.0,7038,6.73,6.76,4.12
8018,1.14,Very Good,F,VS2,59.0,60.0,8131,6.84,6.81,4.03
8019,1.14,Very Good,I,VS2,62.5,59.0,4785,6.63,6.66,4.15
8020,1.14,Ideal,D,SI2,61.4,56.0,5650,6.77,6.69,4.13
8021,1.14,Ideal,E,VVS2,62.3,55.0,10512,6.68,6.71,4.17
8022,1.14,Ideal,H,SI1,62.3,56.0,5501,6.72,6.69,4.18
8023,1.14,Ideal,G,VVS2,62.3,55.0,8743,6.64,6.72,4.18
8024,1.14,Ideal,I,SI1,62.2,56.0,4953,6.65,6.7,4.15
8025,1.14,Ideal,J,VS1,61.5,57.0,5392,6.7,6.73,4.13
8026,1.14,Premium,I,SI1,60.1,60.0,4788,6.81,6.76,4.08
8027,1.14,Ideal,F,VVS1,62.2,56.0,11844,6.69,6.67,4.16
8028,1.14,Very Good,G,VS2,61.3,57.0,6500,6.69,6.78,4.13
8029,1.14,Ideal,F,VVS2,62.7,55.0,9316,6.7,6.6,4.17
8030,1.14,Premium,G,SI2,60.4,59.0,4884,6.8,6.78,4.1
8031,1.13,Premium,G,SI2,61.5,59.0,4647,6.73,6.69,4.13
8032,1.13,Ideal,D,VVS2,61.7,57.0,12150,6.65,6.68,4.11
8033,1.13,Premium,I,VS1,61.7,54.0,5316,6.74,6.71,4.15
8034,1.13,Ideal,D,VVS1,61.5,55.0,13968,6.74,6.69,4.13
8035,1.13,Premium,H,SI1,62.1,58.0,4689,6.7,6.66,4.15
8036,1.13,Ideal,H,SI2,61.0,60.0,4535,6.73,6.69,4.09
8037,1.13,Ideal,H,SI2,62.1,55.0,4932,6.65,6.68,4.14
8038,1.13,Ideal,F,VS2,62.1,56.0,7504,6.71,6.65,4.15
8039,1.13,Premium,H,VS2,61.4,61.0,5650,6.71,6.67,4.11
8040,1.13,Premium,I,SI2,62.1,60.0,3734,6.74,6.66,4.16
8041,1.13,Ideal,E,VVS2,60.1,59.0,11387,6.77,6.81,4.08
8042,1.13,Premium,H,SI1,62.3,58.0,5194,6.68,6.67,4.16
8043,1.13,Ideal,G,VS2,61.9,56.0,7147,6.68,6.71,4.14
8044,1.13,Premium,H,SI2,59.4,58.0,4430,6.8,6.74,4.02
8045,1.13,Very Good,I,VS2,61.6,57.0,4348,6.73,6.78,4.16
8046,1.13,Very Good,G,SI1,60.9,60.0,5280,6.67,6.76,4.09
8047,1.13,Premium,G,IF,61.2,59.0,9525,6.71,6.78,4.13
8048,1.13,Ideal,H,SI1,61.5,56.0,6075,6.69,6.71,4.12
8049,1.13,Ideal,D,SI2,61.6,55.0,4854,6.73,6.7,4.14
8050,1.13,Premium,E,SI1,62.7,57.0,5012,6.65,6.62,4.16
8051,1.13,Premium,E,VS1,61.1,59.0,8353,6.72,6.69,4.1
8052,1.13,Ideal,G,SI1,62.0,55.0,6133,6.68,6.71,4.15
8053,1.13,Ideal,F,I1,62.2,55.0,3607,6.68,6.63,4.14
8054,1.13,Very Good,F,VVS2,59.6,59.0,9539,6.82,6.87,4.08
8055,1.13,Ideal,H,I1,62.2,55.0,3745,6.69,6.65,4.15
8056,1.13,Ideal,H,SI2,62.5,57.0,4584,6.67,6.71,4.18
8057,1.13,Premium,H,VS1,58.9,58.0,6005,6.81,6.78,4.0
8058,1.13,Ideal,E,SI2,62.4,56.0,4303,6.66,6.63,4.15
8059,1.13,Ideal,H,VS1,61.6,55.0,7571,6.7,6.74,4.14
8060,1.13,Ideal,G,VS2,62.1,53.0,7140,6.69,6.74,4.17
8061,1.13,Very Good,G,VS1,60.7,57.0,7815,6.68,6.72,4.07
8062,1.13,Ideal,G,VS2,61.6,57.0,7159,6.68,6.7,4.12
8063,1.13,Ideal,E,VS2,61.7,57.0,9796,6.67,6.71,4.13
8064,1.13,Ideal,H,I1,61.1,56.0,3603,6.71,6.77,4.12
8065,1.13,Premium,H,SI2,62.3,59.0,4294,6.68,6.65,4.15
8066,1.13,Very Good,F,SI1,63.2,56.0,5584,6.66,6.69,4.22
8067,1.13,Premium,H,SI1,61.2,59.0,4689,6.68,6.65,4.08
8068,1.13,Premium,F,IF,59.8,60.0,12549,6.82,6.76,4.06
8069,1.13,Ideal,H,I1,61.1,56.0,3669,6.77,6.71,4.12
8070,1.13,Premium,H,VS2,62.4,58.0,5779,6.61,6.66,4.14
8071,1.13,Very Good,H,SI2,62.5,62.0,4537,6.59,6.66,4.14
8072,1.13,Very Good,D,VS2,62.9,58.0,8561,6.59,6.63,4.16
8073,1.13,Good,F,SI2,56.5,62.0,4998,6.93,6.88,3.9
8074,1.13,Premium,E,SI2,61.4,59.0,4936,6.78,6.7,4.14
8075,1.13,Ideal,J,SI2,61.9,56.0,4371,6.67,6.71,4.14
8076,1.13,Very Good,I,VS2,60.7,58.0,5531,6.72,6.75,4.09
8077,1.13,Ideal,F,VVS1,61.7,56.0,11051,6.68,6.75,4.14
8078,1.13,Ideal,G,VS1,61.5,56.0,8051,6.71,6.73,4.13
8079,1.13,Premium,G,VS2,62.5,58.0,6743,6.69,6.59,4.15
8080,1.13,Premium,H,VS2,62.8,59.0,5571,6.63,6.58,4.15
8081,1.13,Premium,G,SI2,60.0,61.0,4518,6.78,6.71,4.05
8082,1.13,Premium,H,SI1,62.1,58.0,5410,6.7,6.66,4.15
8083,1.13,Ideal,E,I1,62.0,55.0,3797,6.7,6.66,4.14
8084,1.13,Very Good,E,SI2,60.3,58.0,5052,6.78,6.86,4.11
8085,1.13,Premium,F,I1,62.3,56.0,3607,6.69,6.61,4.14
8086,1.13,Premium,D,VS2,61.7,58.0,7751,6.7,6.65,4.12
8087,1.13,Ideal,F,I1,62.2,55.0,3542,6.63,6.68,4.14
8088,1.13,Good,D,SI2,60.7,64.0,4406,6.68,6.63,4.0
8089,1.13,Ideal,G,VVS2,62.3,57.0,9333,6.62,6.66,4.14
8090,1.13,Ideal,E,I1,62.0,55.0,3729,6.66,6.7,4.14
8091,1.13,Ideal,I,SI1,61.9,57.0,5149,6.68,6.66,4.13
8092,1.13,Ideal,G,VS1,61.0,56.4,7808,6.7,6.75,4.1
8093,1.13,Premium,G,VVS1,59.3,59.0,8709,6.79,6.87,4.05
8094,1.13,Ideal,H,VS2,61.9,56.0,6670,6.69,6.63,4.13
8095,1.13,Ideal,G,VVS1,59.6,57.0,9872,6.89,6.81,4.08
8096,1.13,Ideal,E,SI1,62.2,55.0,6563,6.66,6.69,4.15
8097,1.13,Premium,I,VS2,62.0,58.0,4611,6.64,6.69,4.13
8098,1.13,Ideal,H,VVS2,59.7,59.0,7108,6.89,6.77,4.08
8099,1.13,Fair,F,SI2,64.4,56.0,4176,6.58,6.52,4.22
8100,1.13,Ideal,E,VS2,62.0,54.0,8253,6.66,6.7,4.14
8101,1.13,Ideal,H,VS2,62.0,57.0,6045,6.61,6.69,4.12
8102,1.13,Fair,J,SI1,64.9,55.0,4123,6.49,6.56,4.24
8103,1.13,Very Good,H,VS2,61.7,56.0,5625,6.65,6.73,4.13
8104,1.13,Ideal,H,SI2,61.6,55.0,4911,6.68,6.72,4.13
8105,1.13,Premium,I,SI1,62.8,57.0,4746,6.68,6.64,4.18
8106,1.13,Ideal,H,SI1,61.9,60.0,5911,6.63,6.65,4.11
8107,1.13,Premium,F,IF,59.8,60.0,12722,6.82,6.76,4.06
8108,1.13,Ideal,G,SI2,61.3,57.0,4712,6.73,6.67,4.11
8109,1.13,Very Good,F,SI2,62.3,59.0,4282,6.65,6.68,4.15
8110,1.13,Premium,H,VS2,62.0,57.0,5650,6.68,6.62,4.12
8111,1.13,Ideal,H,SI1,61.3,57.0,4556,6.72,6.7,4.11
8112,1.13,Premium,I,SI1,61.5,60.0,4854,6.72,6.68,4.12
8113,1.13,Ideal,G,SI2,61.1,54.0,5062,6.77,6.74,4.13
8114,1.13,Ideal,D,VVS2,60.1,57.0,12261,6.83,6.78,4.09
8115,1.13,Ideal,E,VVS2,61.6,56.0,11115,6.69,6.71,4.13
8116,1.13,Good,F,SI2,64.0,58.0,3952,6.52,6.58,4.19
8117,1.13,Premium,H,SI2,61.1,59.0,4619,6.73,6.65,4.09
8118,1.13,Premium,G,VS1,60.0,60.0,7404,6.87,6.72,4.08
8119,1.13,Premium,H,SI2,59.4,58.0,4350,6.74,6.8,4.02
8120,1.13,Premium,H,SI1,60.9,59.0,5050,6.79,6.7,4.11
8121,1.13,Very Good,F,SI2,59.1,59.0,5014,6.81,6.87,4.04
8122,1.13,Very Good,I,SI2,59.1,63.0,3987,6.85,6.82,4.04
8123,1.13,Ideal,H,VS2,62.0,55.0,4708,6.68,6.65,4.13
8124,1.13,Premium,H,I1,62.7,59.0,3480,6.58,6.63,4.14
8125,1.13,Premium,G,VS2,61.9,58.0,7151,6.7,6.67,4.14
8126,1.13,Premium,I,VS2,60.2,61.0,4430,6.74,6.71,4.05
8127,1.13,Premium,H,SI2,62.7,55.0,4746,6.69,6.61,4.17
8128,1.13,Fair,I,VS2,55.9,67.0,4695,7.05,6.94,3.9
8129,1.13,Premium,J,VS1,61.1,59.0,4873,6.74,6.67,4.1
8130,1.13,Premium,H,SI1,62.0,58.0,5050,6.67,6.63,4.12
8131,1.13,Ideal,G,VVS2,61.5,57.0,8889,6.67,6.71,4.12
8132,1.13,Ideal,E,SI1,62.2,55.0,6682,6.69,6.66,4.15
8133,1.13,Very Good,G,SI1,63.1,58.0,5526,6.65,6.59,4.18
8134,1.13,Ideal,F,SI2,60.4,56.0,4449,6.78,6.72,4.08
8135,1.13,Very Good,E,SI2,63.4,59.0,5147,6.53,6.59,4.16
8136,1.13,Ideal,D,SI1,61.8,56.0,5829,6.68,6.74,4.15
8137,1.13,Premium,F,IF,60.0,58.0,12543,6.78,6.76,4.06
8138,1.13,Ideal,H,SI1,62.0,57.0,5050,6.73,6.66,4.15
8139,1.13,Ideal,F,VS2,60.1,56.0,8157,6.76,6.84,4.09
8140,1.13,Premium,E,SI1,60.8,58.0,5179,6.77,6.71,4.1
8141,1.13,Very Good,I,SI2,59.9,57.0,4195,6.76,6.8,4.06
8142,1.13,Premium,G,SI1,60.9,60.0,5376,6.76,6.67,4.09
8143,1.13,Premium,D,SI2,58.3,60.0,3883,6.83,6.78,3.97
8144,1.13,Ideal,G,SI2,62.9,54.0,5164,6.72,6.67,4.21
8145,1.13,Ideal,H,SI1,62.3,56.0,5384,6.66,6.69,4.16
8146,1.13,Premium,G,VS2,60.1,59.0,6561,6.82,6.75,4.08
8147,1.13,Very Good,D,SI2,62.3,60.0,5408,6.59,6.7,4.14
8148,1.13,Very Good,H,SI2,62.0,58.0,5179,6.67,6.71,4.15
8149,1.13,Premium,G,VS1,58.6,59.0,7404,6.91,6.84,4.03
8150,1.13,Very Good,H,SI2,59.8,59.0,4537,6.75,6.82,4.06
8151,1.13,Premium,G,VVS1,59.3,59.0,8868,6.87,6.79,4.05
8152,1.13,Ideal,F,SI1,59.7,57.0,5342,6.82,6.79,4.06
8153,1.13,Ideal,G,VS2,62.7,57.0,6644,6.68,6.65,4.18
8154,1.13,Very Good,G,SI2,60.0,61.0,4437,6.71,6.78,4.05
8155,1.13,Ideal,G,VS1,61.0,58.0,7687,6.71,6.74,4.1
8156,1.13,Ideal,E,VVS1,61.5,56.0,11641,6.68,6.71,4.12
8157,1.13,Ideal,H,SI1,62.3,56.0,5483,6.69,6.66,4.16
8158,1.13,Fair,H,SI2,64.4,58.0,4113,6.59,6.51,4.22
8159,1.13,Very Good,J,VS2,62.0,59.0,4206,6.62,6.66,4.12
8160,1.13,Ideal,E,VS2,62.0,54.0,8404,6.7,6.66,4.14
8161,1.13,Ideal,D,VS1,61.4,55.0,9448,6.72,6.74,4.13
8162,1.13,Premium,H,SI1,62.6,60.0,4256,6.68,6.62,4.16
8163,1.13,Premium,H,SI1,60.1,60.0,5050,6.77,6.73,4.06
8164,1.13,Premium,H,VS2,61.7,56.0,5728,6.73,6.65,4.13
8165,1.13,Ideal,G,VVS1,61.2,57.0,9049,6.65,6.72,4.09
8166,1.13,Premium,I,SI1,61.8,59.0,4536,6.65,6.68,4.12
8167,1.13,Ideal,D,SI2,60.1,55.0,5412,6.79,6.85,4.1
8168,1.13,Ideal,F,I1,61.2,56.0,3366,6.76,6.71,4.12
8169,1.13,Fair,H,SI1,65.3,59.0,5771,6.52,6.44,4.23
8170,1.13,Ideal,E,VVS2,61.4,57.0,11115,6.69,6.74,4.12
8171,1.13,Ideal,G,VS2,62.7,56.0,6891,6.61,6.65,4.16
8172,1.13,Ideal,G,VS2,61.6,57.0,7290,6.7,6.68,4.12
8173,1.13,Very Good,F,SI1,61.2,59.0,5017,6.72,6.75,4.12
8174,1.13,Very Good,J,VS1,62.1,59.0,5370,6.64,6.71,4.14
8175,1.13,Premium,H,VS2,62.4,58.0,5885,6.66,6.61,4.14
8176,1.13,Premium,G,SI1,60.9,58.0,5600,6.75,6.72,4.1
8177,1.13,Ideal,D,VVS2,62.3,54.0,12788,6.64,6.7,4.16
8178,1.13,Good,F,SI2,64.0,58.0,4025,6.58,6.52,4.19
8179,1.13,Ideal,E,VVS1,60.6,57.0,14525,6.72,6.77,4.09
8180,1.13,Premium,E,SI2,60.4,59.0,5316,6.75,6.7,4.06
8181,1.13,Premium,F,SI1,60.6,60.0,5581,6.76,6.67,4.07
8182,1.13,Very Good,H,SI1,63.3,56.0,4689,6.65,6.62,4.2
8183,1.13,Ideal,I,VVS1,61.6,57.0,7459,6.67,6.75,4.12
8184,1.13,Ideal,H,SI1,62.0,57.0,4959,6.66,6.73,4.15
8185,1.13,Ideal,E,SI1,61.7,57.0,6674,6.65,6.81,4.15
8186,1.13,Very Good,H,SI1,60.1,60.0,4959,6.73,6.77,4.06
8187,1.13,Ideal,G,SI1,61.8,55.0,5759,6.71,6.75,4.16
8188,1.13,Ideal,H,SI2,62.0,57.0,4556,6.74,6.64,4.15
8189,1.13,Premium,G,I1,61.2,58.0,3746,6.77,6.66,4.11
8190,1.13,Premium,J,SI2,59.7,59.0,4093,6.85,6.76,4.06
8191,1.13,Premium,G,VS2,62.7,57.0,6379,6.67,6.61,4.16
8192,1.13,Ideal,G,VVS2,61.6,57.0,10396,6.66,6.75,4.13
8193,1.13,Premium,H,I1,62.7,59.0,3544,6.63,6.58,4.14
8194,1.13,Premium,F,SI2,62.3,59.0,4360,6.68,6.65,4.15
8195,1.13,Ideal,H,I1,62.2,55.0,3678,6.65,6.69,4.15
8196,1.13,Ideal,H,SI2,60.4,56.0,3797,6.78,6.7,4.07
8197,1.13,Premium,G,VVS2,61.4,58.0,7875,6.68,6.73,4.12
8198,1.13,Premium,F,VS2,59.8,61.0,6822,6.81,6.76,4.06
8199,1.13,Premium,G,VS1,61.6,58.0,7720,6.76,6.68,4.14
8200,1.13,Ideal,E,VVS1,61.8,57.0,13485,6.66,6.71,4.13
8201,1.13,Premium,G,IF,61.2,59.0,9698,6.78,6.71,4.13
8202,1.13,Ideal,E,VS2,61.4,58.0,8430,6.71,6.74,4.13
8203,1.13,Ideal,I,VS1,61.9,55.0,6980,6.67,6.7,4.14
8204,1.13,Premium,G,VVS2,61.4,58.0,8019,6.73,6.68,4.12
8205,1.13,Premium,I,VS1,62.2,58.0,5316,6.68,6.63,4.14
8206,1.13,Premium,I,SI2,62.2,59.0,3987,6.67,6.61,4.13
8207,1.13,Very Good,I,VS1,61.7,54.0,5220,6.71,6.74,4.15
8208,1.13,Ideal,G,VS2,62.7,57.0,6525,6.65,6.68,4.18
8209,1.13,Premium,I,SI1,61.7,58.0,4113,6.66,6.62,4.1
8210,1.13,Ideal,I,VS2,62.3,56.0,4940,6.63,6.73,4.16
8211,1.13,Premium,H,SI2,62.3,57.0,4873,6.68,6.65,4.15
8212,1.13,Good,G,I1,63.4,58.0,3127,6.58,6.61,4.18
8213,1.13,Premium,J,SI1,61.3,59.0,4214,6.77,6.67,4.12
8214,1.12,Ideal,F,VVS2,61.4,57.0,9461,6.66,6.69,4.1
8215,1.12,Ideal,G,VS2,62.1,57.0,6322,6.63,6.6,4.11
8216,1.12,Very Good,D,SI1,59.9,57.0,6132,6.76,6.8,4.06
8217,1.12,Very Good,E,VS1,60.8,58.0,8788,6.69,6.73,4.08
8218,1.12,Premium,I,SI1,62.0,56.0,4641,6.73,6.65,4.15
8219,1.12,Very Good,G,IF,61.0,58.0,9820,6.7,6.72,4.09
8220,1.12,Premium,H,SI2,61.0,56.0,4077,6.68,6.65,4.07
8221,1.12,Ideal,F,VS2,61.8,55.0,9138,6.63,6.67,4.11
8222,1.12,Premium,J,SI1,62.3,57.0,4064,6.72,6.61,4.15
8223,1.12,Premium,H,SI2,62.0,57.0,4641,6.68,6.61,4.12
8224,1.12,Ideal,H,SI1,61.9,57.0,5521,6.64,6.68,4.12
8225,1.12,Very Good,G,VS1,62.2,59.0,7687,6.58,6.61,4.1
8226,1.12,Very Good,D,SI2,59.3,59.0,5243,6.76,6.8,4.02
8227,1.12,Premium,H,VS1,62.1,58.0,5845,6.6,6.64,4.11
8228,1.12,Ideal,D,VS2,62.0,55.0,8430,6.66,6.63,4.12
8229,1.12,Very Good,G,IF,60.9,57.0,8962,6.68,6.79,4.1
8230,1.12,Very Good,I,SI1,61.7,58.1,4724,6.6,6.66,4.09
8231,1.12,Premium,G,VS1,58.4,58.0,7338,6.87,6.84,4.0
8232,1.12,Very Good,H,SI2,62.9,58.0,4498,6.55,6.62,4.14
8233,1.12,Premium,G,VS2,62.3,59.0,6683,6.71,6.61,4.15
8234,1.12,Ideal,G,VVS2,62.5,56.0,8592,6.59,6.66,4.14
8235,1.12,Ideal,G,SI2,62.1,57.0,4222,6.71,6.65,4.14
8236,1.12,Premium,I,SI1,60.8,57.0,4704,6.76,6.7,4.09
8237,1.12,Premium,D,VVS2,59.8,58.0,12152,6.87,6.77,4.08
8238,1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
8239,1.12,Ideal,H,VVS2,62.3,53.0,7091,6.64,6.7,4.16
8240,1.12,Premium,I,SI1,61.3,58.0,4077,6.69,6.68,4.1
8241,1.12,Very Good,F,SI1,61.4,63.0,5374,6.7,6.68,4.11
8242,1.12,Premium,H,VS1,61.6,58.0,6115,6.64,4.11,3.7
8243,1.12,Ideal,G,VS2,62.0,56.0,6774,6.69,6.64,4.13
8244,1.12,Premium,H,SI2,62.4,58.0,4250,6.63,6.58,4.12
8245,1.12,Ideal,H,SI1,60.9,57.0,5818,6.7,6.73,4.09
8246,1.12,Very Good,J,SI2,58.5,60.0,4066,6.83,6.89,4.01
8247,1.12,Good,J,SI1,63.7,61.0,3880,6.5,6.54,4.15
8248,1.12,Ideal,F,SI2,61.9,55.0,5046,6.68,6.72,4.15
